case,cores,single,current,current_seconds,current_winner,previous,previous_seconds,previous_winner,ops,components,largest_component_fraction,critical_fraction,dominant_pipe_fraction,shared_input_fraction,tensor_bytes_per_cycle,fanout_max,oracle,oracle_gain,oracle_pool_seconds,fold,chosen,offline_cv,offline_seconds
case_028,4,43836040,10676362,185.94676604494452,local_reschedule,10676362,134.3998791538179,local_reschedule,19584,153,0.006535947712418301,0.006027231552592343,0.9517575322812052,0.5333142693737489,2.4054069260415787,2,10676362,0,320.3466451987624,3,current,10676362,185.94676604494452
case_028,5,43836040,9004662,183.52695473097265,region_boundary_8758_0,9004662,139.3636333718896,region_boundary_8758_0,19584,153,0.006535947712418301,0.006027231552592343,0.9517575322812052,0.5333142693737489,2.4054069260415787,2,9004662,0,322.89058810286224,3,current,9004662,183.52695473097265
case_029,2,37555,19740,1.3090004000114277,structural_component_lpt,19740,2.302534718066454,structural_component_lpt,861,21,0.047619047619047616,0.010857676403894892,1.0,0.9998372925479987,29.856582633053222,5,19740,0,3.6115351180778816,1,current,19740,1.3090004000114277
case_029,3,37555,12743,1.26424029993359,structural_component_lpt,12743,3.2115961089730263,structural_component_lpt,861,21,0.047619047619047616,0.010857676403894892,1.0,0.9998372925479987,29.856582633053222,5,12743,0,4.475836408906616,1,current,12743,1.26424029993359
case_029,4,37555,11028,1.3199237000662833,structural_component_lpt,11028,3.1026186756789684,structural_component_lpt,861,21,0.047619047619047616,0.010857676403894892,1.0,0.9998372925479987,29.856582633053222,5,11028,0,4.422542375745252,1,current,11028,1.3199237000662833
case_029,5,37555,9383,1.255979000008665,structural_component_lpt,9383,2.9228165224194527,structural_component_lpt,861,21,0.047619047619047616,0.010857676403894892,1.0,0.9998372925479987,29.856582633053222,5,9383,0,4.178795522428118,1,current,9383,1.255979000008665
case_030,2,2808034,1399339,86.91161340102553,directed_split,1399339,79.71908880770206,directed_split,10070,486,0.005660377358490566,0.00046932399125185106,0.8722012551746583,0.8151476251604621,13.6327109397726,1,1399339,0,166.6307022087276,0,current,1399339,86.91161340102553
case_030,3,2808034,932367,84.30239642597735,directed_split,932367,83.01845727674663,directed_split,10070,486,0.005660377358490566,0.00046932399125185106,0.8722012551746583,0.8151476251604621,13.6327109397726,1,932367,0,167.32085370272398,0,current,932367,84.30239642597735
case_030,4,2808034,700342,81.90998287498951,structural_component_lpt,700342,91.67531522363424,structural_component_lpt,10070,486,0.005660377358490566,0.00046932399125185106,0.8722012551746583,0.8151476251604621,13.6327109397726,1,700342,0,173.58529809862375,0,current,700342,81.90998287498951
case_030,5,2808034,560306,86.8363097384572,directed_split,560306,90.87631009146571,directed_split,10070,486,0.005660377358490566,0.00046932399125185106,0.8722012551746583,0.8151476251604621,13.6327109397726,1,560306,0,177.71261982992291,0,current,560306,86.8363097384572
case_031,2,1414369,712262,50.105165930464864,structural_component_lpt,712262,50.661563482135534,structural_component_lpt,6135,107,0.34995925020374896,0.0083939937654169,0.8579089781725304,0.9404701531476277,11.561020548152158,9,712262,0,100.7667294126004,0,current,712262,50.105165930464864
case_031,3,1414369,473822,50.17245869524777,structural_component_lpt,473822,50.29910449869931,structural_component_lpt,6135,107,0.34995925020374896,0.0083939937654169,0.8579089781725304,0.9404701531476277,11.561020548152158,9,473822,0,100.47156319394708,0,current,473822,50.17245869524777
case_031,4,1414369,356417,52.51955673098564,directed_split,356417,55.33382787182927,directed_split,6135,107,0.34995925020374896,0.0083939937654169,0.8579089781725304,0.9404701531476277,11.561020548152158,9,356417,0,107.85338460281491,0,current,356417,52.51955673098564
case_031,5,1414369,284848,52.99186907336116,structural_component_lpt,284848,44.917089788243175,structural_component_lpt,6135,107,0.34995925020374896,0.0083939937654169,0.8579089781725304,0.9404701531476277,11.561020548152158,9,284848,0,97.90895886160433,0,current,284848,52.99186907336116
case_032,2,41443,20900,1.5312421000562608,region_boundary_1145_0,20900,4.357044097036123,region_boundary_1145_0,827,25,0.22853688029020555,0.02595990485898743,0.7700758862838374,0.6147387124045337,28.189738362215426,9,20900,0,5.888286197092384,3,current,20900,1.5312421000562608
case_032,3,41443,14009,1.4079525000415742,directed_split,14009,4.227656684815884,directed_split,827,25,0.22853688029020555,0.02595990485898743,0.7700758862838374,0.6147387124045337,28.189738362215426,9,14009,0,5.635609184857458,3,current,14009,1.4079525000415742
case_032,4,41443,10933,1.5029746000654995,directed_split,10933,2.993190299719572,directed_split,827,25,0.22853688029020555,0.02595990485898743,0.7700758862838374,0.6147387124045337,28.189738362215426,9,10933,0,4.496164899785072,3,current,10933,1.5029746000654995
case_032,5,41443,10280,1.589308699942194,region_boundary_1612_0,18512,2.186881707981229,grain_0.25,827,25,0.22853688029020555,0.02595990485898743,0.7700758862838374,0.6147387124045337,28.189738362215426,9,10280,0,3.7761904079234228,3,current,10280,1.589308699942194
case_033,2,1774196,888544,27.72547520697117,directed_split,888544,29.081947922706604,directed_split,3465,95,0.01847041847041847,0.0032809936723693462,0.899985938598547,0.7958900620670945,11.191110069525818,4,888544,0,56.80742312967777,3,current,888544,27.72547520697117
case_033,3,1774196,590697,27.5938411783427,region_repartition_2_0,590697,31.277272874489427,region_repartition_2_0,3465,95,0.01847041847041847,0.0032809936723693462,0.899985938598547,0.7958900620670945,11.191110069525818,4,590697,0,58.87111405283213,3,current,590697,27.5938411783427
case_033,4,1774196,443447,28.968060983344913,structural_component_lpt,443447,29.7558473367244,structural_component_lpt,3465,95,0.01847041847041847,0.0032809936723693462,0.899985938598547,0.7958900620670945,11.191110069525818,4,443447,0,58.72390832006931,3,current,443447,28.968060983344913
case_033,5,1774196,353592,31.330277351662517,directed_split,353592,31.935358652845025,directed_split,3465,95,0.01847041847041847,0.0032809936723693462,0.899985938598547,0.7958900620670945,11.191110069525818,4,353592,0,63.26563600450754,3,current,353592,31.330277351662517
case_034,2,842996,419167,29.139062261208892,structural_component_lpt,419167,29.29344968125224,structural_component_lpt,3745,155,0.025100133511348464,0.0038946485389507223,0.7935041880446895,0.7776694924174906,15.287257074342559,8,419167,0,58.43251194246113,3,current,419167,29.139062261208892
case_034,3,842996,278067,29.91662535816431,structural_component_lpt,278067,30.944849276915193,structural_component_lpt,3745,155,0.025100133511348464,0.0038946485389507223,0.7935041880446895,0.7776694924174906,15.287257074342559,8,278067,0,60.8614746350795,3,current,278067,29.91662535816431
case_034,4,842996,205314,32.15501760877669,directed_split,205314,33.478135047480464,directed_split,3745,155,0.025100133511348464,0.0038946485389507223,0.7935041880446895,0.7776694924174906,15.287257074342559,8,205314,0,65.63315265625715,3,current,205314,32.15501760877669
case_034,5,842996,167930,32.5970436707139,directed_split,167930,32.619323294609785,directed_split,3745,155,0.025100133511348464,0.0038946485389507223,0.7935041880446895,0.7776694924174906,15.287257074342559,8,167930,0,65.21636696532369,3,current,167930,32.5970436707139
case_035,2,169571,95406,21.536972273141146,structural_component_lpt,95406,20.162715435028076,structural_component_lpt,3857,16,0.6300233341975628,0.0834542287519226,0.6982450352011877,0.7212947051738822,21.15643301099946,14,95406,0,41.69968770816922,3,current,95406,21.536972273141146
case_035,3,169571,95782,23.216754384338856,structural_hybrid_work_1,125507,17.495525881648064,directed_split,3857,16,0.6300233341975628,0.0834542287519226,0.6982450352011877,0.7212947051738822,21.15643301099946,14,95782,0,40.71228026598692,3,current,95782,23.216754384338856
case_035,4,169571,94869,25.85923571884632,directed_split,125981,17.781677473336458,grain_0.5,3857,16,0.6300233341975628,0.0834542287519226,0.6982450352011877,0.7212947051738822,21.15643301099946,14,94869,0,43.64091319218278,3,current,94869,25.85923571884632
case_035,5,169571,95983,24.961178820580244,structural_hybrid_work_1,126070,15.591931596398354,grain_0.5,3857,16,0.6300233341975628,0.0834542287519226,0.6982450352011877,0.7212947051738822,21.15643301099946,14,95983,0,40.5531104169786,3,current,95983,24.961178820580244
case_036,2,931510,466068,20.821211678907275,structural_component_lpt,466068,16.5368494912982,structural_component_lpt,2400,800,0.00125,0.00125,0.8844984802431611,1.0,12.450942249240121,1,466068,0,37.358061170205474,4,current,466068,20.821211678907275
case_036,3,931510,311345,19.862264474853873,structural_component_lpt,311345,18.130641484633088,structural_component_lpt,2400,800,0.00125,0.00125,0.8844984802431611,1.0,12.450942249240121,1,311345,0,37.99290595948696,4,current,311345,19.862264474853873
case_036,4,931510,233584,18.951054271310568,structural_component_lpt,233584,17.458064381033182,structural_component_lpt,2400,800,0.00125,0.00125,0.8844984802431611,1.0,12.450942249240121,1,233584,0,36.40911865234375,4,current,233584,18.951054271310568
case_036,5,931510,187182,20.16484611108899,structural_component_lpt,187182,19.47655631788075,structural_component_lpt,2400,800,0.00125,0.00125,0.8844984802431611,1.0,12.450942249240121,1,187182,0,39.64140242896974,4,current,187182,20.16484611108899
case_037,2,210001,105374,1.3553560000145808,structural_component_lpt,105374,2.6006450075656176,structural_component_lpt,780,20,0.05,0.0037906742703790676,0.8788996980878899,1.0,15.629654478362966,1,105374,0,3.9560010075801983,1,current,105374,1.3553560000145808
case_037,3,210001,74038,1.5646581000182778,structural_component_lpt,74038,4.088137585669756,structural_component_lpt,780,20,0.05,0.0037906742703790676,0.8788996980878899,1.0,15.629654478362966,1,74038,0,5.652795685688034,1,current,74038,1.5646581000182778
case_037,4,210001,53320,1.4304872999200597,structural_component_lpt,53320,3.23777262121439,structural_component_lpt,780,20,0.05,0.0037906742703790676,0.8788996980878899,1.0,15.629654478362966,1,53320,0,4.6682599211344495,1,current,53320,1.4304872999200597
case_037,5,210001,43800,1.6893043000018224,structural_component_lpt,43800,5.0579655189067125,structural_component_lpt,780,20,0.05,0.0037906742703790676,0.8788996980878899,1.0,15.629654478362966,1,43800,0,6.747269818908535,1,current,43800,1.6893043000018224
case_038,2,1364555,674500,52.71922857128084,structural_component_lpt,674500,59.70097327418625,structural_component_lpt,5907,130,0.019637717961740308,0.005864242190388913,0.8876080537200491,0.9849726570635382,11.534774138919705,2,674500,0,112.42020184546709,1,current,674500,52.71922857128084
case_038,3,1364555,450730,54.961540479213,directed_split,450730,57.0980097707361,directed_split,5907,130,0.019637717961740308,0.005864242190388913,0.8876080537200491,0.9849726570635382,11.534774138919705,2,450730,0,112.0595502499491,1,current,450730,54.961540479213
case_038,4,1364555,338163,56.05045558512211,directed_split,338163,53.659095637500286,directed_split,5907,130,0.019637717961740308,0.005864242190388913,0.8876080537200491,0.9849726570635382,11.534774138919705,2,338163,0,109.7095512226224,1,current,338163,56.05045558512211
case_038,5,1364555,274658,56.34265740402043,directed_split,274658,53.32367363572121,directed_split,5907,130,0.019637717961740308,0.005864242190388913,0.8876080537200491,0.9849726570635382,11.534774138919705,2,274658,0,109.66633103974164,1,current,274658,56.34265740402043
case_039,2,1435262,708557,52.053322076797485,directed_split,841140,39.64547332935035,directed_split,5250,70,0.014285714285714285,0.0005310573731626364,0.9333333333333333,1.0,17.41278601910181,1,708557,0,91.69879540614784,0,current,708557,52.053322076797485
case_039,3,1435262,482318,53.036868304014206,directed_split,649664,42.923809204250574,directed_split,5250,70,0.014285714285714285,0.0005310573731626364,0.9333333333333333,1.0,17.41278601910181,1,482318,0,95.96067750826478,0,current,482318,53.036868304014206
case_039,4,1435262,395323,53.57251254469156,structural_memory_lpt,564871,46.03072799369693,region_repartition_3_0,5250,70,0.014285714285714285,0.0005310573731626364,0.9333333333333333,1.0,17.41278601910181,1,395323,0,99.60324053838849,0,current,395323,53.57251254469156
case_039,5,1435262,431161,55.393181450665,structural_memory_lpt,511084,40.66971883364022,grain_2.0,5250,70,0.014285714285714285,0.0005310573731626364,0.9333333333333333,1.0,17.41278601910181,1,431161,0,96.06290028430521,0,current,431161,55.393181450665
case_040,2,253454,120926,18.670189501717687,directed_split,120926,19.636383013799787,directed_split,3083,28,0.7116445021083361,0.05414428848291868,0.623905442307111,0.43808756615092176,29.364604011111,14,120926,0,38.30657251551747,1,current,120926,18.670189501717687
case_040,3,253454,109777,21.813939476385713,directed_split,145657,13.985292388126254,directed_split,3083,28,0.7116445021083361,0.05414428848291868,0.623905442307111,0.43808756615092176,29.364604011111,14,109777,0,35.79923186451197,1,current,109777,21.813939476385713
case_040,4,253454,109607,18.761347452178597,structural_hybrid_work_0.5,142257,13.50707109645009,region_boundary_6297_0,3083,28,0.7116445021083361,0.05414428848291868,0.623905442307111,0.43808756615092176,29.364604011111,14,109607,0,32.26841854862869,1,current,109607,18.761347452178597
case_040,5,253454,108131,21.32200931943953,directed_split,142985,13.653582038357854,local_reschedule,3083,28,0.7116445021083361,0.05414428848291868,0.623905442307111,0.43808756615092176,29.364604011111,14,108131,0,34.975591357797384,1,current,108131,21.32200931943953
case_041,2,6003957,2990398,172.51421609707177,structural_component_lpt,2990398,193.91818847507238,structural_component_lpt,16594,494,0.010967819693865252,0.0002717211621115825,0.9065429902244967,0.9966894268570247,10.085687968150035,7,2990398,0,366.43240457214415,0,current,2990398,172.51421609707177
case_041,3,6003957,1991911,190.91731403954327,structural_component_lpt,1991911,187.22649966925383,structural_component_lpt,16594,494,0.010967819693865252,0.0002717211621115825,0.9065429902244967,0.9966894268570247,10.085687968150035,7,1991911,0,378.1438137087971,0,current,1991911,190.91731403954327
case_041,4,6003957,1490603,182.3121707327664,structural_component_pipe,1490603,197.8735384773463,structural_component_pipe,16594,494,0.010967819693865252,0.0002717211621115825,0.9065429902244967,0.9966894268570247,10.085687968150035,7,1490603,0,380.1857092101127,0,current,1490603,182.3121707327664
case_041,5,6003957,1201884,173.96372761018574,structural_component_lpt,1201884,195.0238020196557,structural_component_lpt,16594,494,0.010967819693865252,0.0002717211621115825,0.9065429902244967,0.9966894268570247,10.085687968150035,7,1201884,0,368.98752962984145,0,current,1201884,173.96372761018574
case_042,2,1686740,845091,38.41876889951527,structural_component_round_robin,845091,41.593061776831746,structural_component_round_robin,4733,104,0.054510881047961125,0.003114894400422552,0.8761570586191895,0.9657828129018287,11.860150282011636,10,845091,0,80.01183067634702,0,current,845091,38.41876889951527
case_042,3,1686740,559018,42.89815211109817,directed_split,559018,46.79110490716994,directed_split,4733,104,0.054510881047961125,0.003114894400422552,0.8761570586191895,0.9657828129018287,11.860150282011636,10,559018,0,89.68925701826811,0,current,559018,42.89815211109817
case_042,4,1686740,419432,41.546841748058796,directed_split,419432,46.0799100920558,directed_split,4733,104,0.054510881047961125,0.003114894400422552,0.8761570586191895,0.9657828129018287,11.860150282011636,10,419432,0,87.6267518401146,0,current,419432,41.546841748058796
case_042,5,1686740,336330,44.14977351389825,region_repartition_2_0,336330,50.76140668801963,region_repartition_2_0,4733,104,0.054510881047961125,0.003114894400422552,0.8761570586191895,0.9657828129018287,11.860150282011636,10,336330,0,94.91118020191789,0,current,336330,44.14977351389825
case_043,2,677656,353710,68.62206544913352,directed_split,353710,76.63752695918083,directed_split,9309,38,0.5274465570952841,0.03188744569651796,0.6009241022153151,0.8776264923172392,13.335519206864493,9,353710,0,145.25959240831435,4,current,353710,68.62206544913352
case_043,3,677656,267112,81.49537146836519,structural_hybrid_work_1,343054,52.94970097206533,directed_split,9309,38,0.5274465570952841,0.03188744569651796,0.6009241022153151,0.8776264923172392,13.335519206864493,9,267112,0,134.44507244043052,4,current,267112,81.49537146836519
case_043,4,677656,266590,77.77499635145068,directed_split,294918,55.734339559450746,directed_split,9309,38,0.5274465570952841,0.03188744569651796,0.6009241022153151,0.8776264923172392,13.335519206864493,9,266590,0,133.50933591090143,4,current,266590,77.77499635145068
case_043,5,677656,264401,72.06647999212146,region_repartition_2_0,294404,58.017040722072124,grain_0.25,9309,38,0.5274465570952841,0.03188744569651796,0.6009241022153151,0.8776264923172392,13.335519206864493,9,264401,0,130.08352071419358,4,current,264401,72.06647999212146
case_044,2,154407,119062,7.739094909280539,local_reschedule,146270,4.862136406823993,local_reschedule,1364,11,0.09090909090909091,0.09090909090909091,0.8816475495307612,0.9763591792874173,24.205137927765666,2,119062,0,12.601231316104531,3,current,119062,7.739094909280539
case_044,3,154407,123085,8.02076442912221,directed_split,143812,5.065925313159823,multilevel,1364,11,0.09090909090909091,0.09090909090909091,0.8816475495307612,0.9763591792874173,24.205137927765666,2,123085,0,13.086689742282033,3,current,123085,8.02076442912221
case_044,4,154407,120120,7.74126435816288,directed_split,143812,5.4146599266678095,multilevel,1364,11,0.09090909090909091,0.09090909090909091,0.8816475495307612,0.9763591792874173,24.205137927765666,2,120120,0,13.15592428483069,3,current,120120,7.74126435816288
case_044,5,154407,131771,8.156967215240002,directed_split,143812,5.171906761825085,multilevel,1364,11,0.09090909090909091,0.09090909090909091,0.8816475495307612,0.9763591792874173,24.205137927765666,2,131771,0,13.328873977065086,3,current,131771,8.156967215240002
case_045,2,125614,63059,7.045554371550679,structural_component_lpt,63059,6.746676383540034,structural_component_lpt,1651,68,0.016959418534221685,0.014536644457904301,1.0,1.0,56.11450795371226,2,63059,0,13.792230755090714,0,current,63059,7.045554371550679
case_045,3,125614,42601,6.646962571889162,structural_component_lpt,42601,6.589846039190888,structural_component_lpt,1651,68,0.016959418534221685,0.014536644457904301,1.0,1.0,56.11450795371226,2,42601,0,13.23680861108005,0,current,42601,6.646962571889162
case_045,4,125614,31878,6.329928278923035,structural_component_lpt,31878,6.882757380604744,structural_component_lpt,1651,68,0.016959418534221685,0.014536644457904301,1.0,1.0,56.11450795371226,2,31878,0,13.212685659527779,0,current,31878,6.329928278923035
case_045,5,125614,26164,6.955476393923163,structural_component_lpt,26164,6.945221731439233,structural_component_lpt,1651,68,0.016959418534221685,0.014536644457904301,1.0,1.0,56.11450795371226,2,26164,0,13.900698125362396,0,current,26164,6.955476393923163
case_046,2,276455,152419,1.9607464000582695,local_reschedule,152419,3.6479149647057056,local_reschedule,992,8,0.125,0.125,0.9191734607815575,0.9341965748803136,18.30123699746978,2,152419,0,5.608661364763975,1,current,152419,1.9607464000582695
case_046,3,276455,128115,1.9652451000874862,directed_split,152587,3.595084508880973,greedy,992,8,0.125,0.125,0.9191734607815575,0.9341965748803136,18.30123699746978,2,128115,0,5.560329608968459,1,current,128115,1.9652451000874862
case_046,4,276455,116069,1.9386840999359265,directed_split,157369,3.4585614278912544,random_migrate,992,8,0.125,0.125,0.9191734607815575,0.9341965748803136,18.30123699746978,2,116069,0,5.397245527827181,1,current,116069,1.9386840999359265
case_046,5,276455,111389,2.0152800999348983,directed_split,111389,3.6949307024478912,directed_split,992,8,0.125,0.125,0.9191734607815575,0.9341965748803136,18.30123699746978,2,111389,0,5.7102108023827896,1,current,111389,2.0152800999348983
case_047,2,326508,276535,83.73008402064443,grain_1.0,276535,74.72910150140524,grain_1.0,13710,1,1.0,0.048386706363614355,0.6278169099314985,0.37299633052400466,12.03303076513446,7,276535,0,158.45918552204967,2,current,276535,83.73008402064443
case_047,3,326508,241969,90.77252006344497,grain_0.5,241969,85.4152602609247,grain_0.5,13710,1,1.0,0.048386706363614355,0.6278169099314985,0.37299633052400466,12.03303076513446,7,241969,0,176.18778032436967,2,current,241969,90.77252006344497
case_047,4,326508,225654,88.4906212836504,directed_split,225654,83.36155807971954,directed_split,13710,1,1.0,0.048386706363614355,0.6278169099314985,0.37299633052400466,12.03303076513446,7,225654,0,171.85217936336994,2,current,225654,88.4906212836504
case_047,5,326508,222583,87.38552086800337,directed_split,222583,75.33480990864336,directed_split,13710,1,1.0,0.048386706363614355,0.6278169099314985,0.37299633052400466,12.03303076513446,7,222583,0,162.72033077664673,2,current,222583,87.38552086800337
case_048,2,222220,197496,7.267940316349268,grain_0.25,197496,4.5115307085216045,grain_0.25,1728,1,1.0,0.29260851476910277,0.5375121342393565,0.3708938958803653,7.787261745173269,3,197496,0,11.779471024870872,0,current,197496,7.267940316349268
case_048,3,222220,197613,7.561120215803385,grain_0.25,197613,4.3842516131699085,grain_0.25,1728,1,1.0,0.29260851476910277,0.5375121342393565,0.3708938958803653,7.787261745173269,3,197613,0,11.945371828973293,0,current,197613,7.561120215803385
case_048,4,222220,197613,7.053668614476919,grain_0.25,197613,4.496282259002328,grain_0.25,1728,1,1.0,0.29260851476910277,0.5375121342393565,0.3708938958803653,7.787261745173269,3,197613,0,11.549950873479247,0,current,197613,7.053668614476919
case_048,5,222220,197613,7.490908721461892,grain_0.25,197613,5.08379777148366,grain_0.25,1728,1,1.0,0.29260851476910277,0.5375121342393565,0.3708938958803653,7.787261745173269,3,197613,0,12.574706492945552,0,current,197613,7.490908721461892
case_049,2,196276,156968,27.900154093280435,directed_split,156968,19.86666169203818,directed_split,4303,11,0.918429003021148,0.03415665118558536,0.6344882245509784,0.2629570371924671,14.977528821229884,8,156968,0,47.76681578531861,2,current,156968,27.900154093280435
case_049,3,196276,132866,30.327111097052693,grain_0.25,132866,18.73853379674256,grain_0.25,4303,11,0.918429003021148,0.03415665118558536,0.6344882245509784,0.2629570371924671,14.977528821229884,8,132866,0,49.06564489379525,2,current,132866,30.327111097052693
case_049,4,196276,123251,28.95788754336536,grain_0.25,123251,21.32655674032867,grain_0.25,4303,11,0.918429003021148,0.03415665118558536,0.6344882245509784,0.2629570371924671,14.977528821229884,8,123251,0,50.28444428369403,2,current,123251,28.95788754336536
case_049,5,196276,117489,30.452363904565573,directed_split,117489,23.08636245690286,directed_split,4303,11,0.918429003021148,0.03415665118558536,0.6344882245509784,0.2629570371924671,14.977528821229884,8,117489,0,53.538726361468434,2,current,117489,30.452363904565573
case_050,2,149690,108323,30.289683578535914,structural_hybrid_work_1,115543,17.976109620183706,directed_split,4555,23,0.8805708013172339,0.03683804530178715,0.7196661973578453,0.7197181334168493,19.58430027133602,8,108323,0,48.26579319871962,4,current,108323,30.289683578535914
case_050,3,149690,104366,33.073407949879766,grain_0.25,104366,21.520868364721537,grain_0.25,4555,23,0.8805708013172339,0.03683804530178715,0.7196661973578453,0.7197181334168493,19.58430027133602,8,104366,0,54.5942763146013,4,current,104366,33.073407949879766
case_050,4,149690,98003,34.35362425819039,directed_split,98003,23.084925457835197,directed_split,4555,23,0.8805708013172339,0.03683804530178715,0.7196661973578453,0.7197181334168493,19.58430027133602,8,98003,0,57.43854971602559,4,current,98003,34.35362425819039
case_050,5,149690,99382,32.87405588105321,directed_split,99382,21.62371983192861,directed_split,4555,23,0.8805708013172339,0.03683804530178715,0.7196661973578453,0.7197181334168493,19.58430027133602,8,99382,0,54.49777571298182,4,current,99382,32.87405588105321
case_051,2,607628,429872,4.619681194424629,grain_0.25,429872,5.304070297628641,grain_0.25,1416,1,1.0,0.08491796797786123,1.0,1.0,47.28515516900573,12,429872,0,9.92375149205327,0,current,429872,4.619681194424629
case_051,3,607628,352843,5.745700571686029,grain_0.25,352843,5.329703511670232,grain_0.25,1416,1,1.0,0.08491796797786123,1.0,1.0,47.28515516900573,12,352843,0,11.075404083356261,0,current,352843,5.745700571686029
case_051,4,607628,336378,6.050490168854594,directed_split,336378,3.710572563111782,directed_split,1416,1,1.0,0.08491796797786123,1.0,1.0,47.28515516900573,12,336378,0,9.761062731966376,0,current,336378,6.050490168854594
case_051,5,607628,328989,5.3841751832515,directed_split,328989,5.767980836331844,directed_split,1416,1,1.0,0.08491796797786123,1.0,1.0,47.28515516900573,12,328989,0,11.152156019583344,0,current,328989,5.3841751832515
case_052,2,180301,90903,2.022821099963039,structural_component_lpt,90903,5.03882535174489,structural_component_lpt,1008,52,0.11904761904761904,0.01795486054976656,0.6933466586322953,0.35713615556685807,14.82183781347521,6,90903,0,7.061646451707929,4,current,90903,2.022821099963039
case_052,3,180301,60160,2.025095700053498,structural_component_lpt,60160,5.87696791999042,structural_component_lpt,1008,52,0.11904761904761904,0.01795486054976656,0.6933466586322953,0.35713615556685807,14.82183781347521,6,60160,0,7.9020636200439185,4,current,60160,2.025095700053498
case_052,4,180301,45777,2.112916999962181,structural_component_lpt,45777,6.1314318515360355,structural_component_lpt,1008,52,0.11904761904761904,0.01795486054976656,0.6933466586322953,0.35713615556685807,14.82183781347521,6,45777,0,8.244348851498216,4,current,45777,2.112916999962181
case_052,5,180301,37846,2.0084674999816343,structural_component_lpt,37846,3.6616944428533316,structural_component_lpt,1008,52,0.11904761904761904,0.01795486054976656,0.6933466586322953,0.35713615556685807,14.82183781347521,6,37846,0,5.670161942834966,4,current,37846,2.0084674999816343
case_053,2,1472686,774757,85.5078558512032,structural_component_pipe,774757,101.9007626362145,structural_component_pipe,11670,39,0.8443016281062553,0.03655699311794307,0.7789853815706814,0.6550927571992028,10.110372417301623,9,774757,0,187.4086184874177,0,current,774757,85.5078558512032
case_053,3,1472686,509253,103.30022963136435,region_repartition_2_0,509253,103.08016254380345,region_repartition_2_0,11670,39,0.8443016281062553,0.03655699311794307,0.7789853815706814,0.6550927571992028,10.110372417301623,9,509253,0,206.3803921751678,0,current,509253,103.30022963136435
case_053,4,1472686,491606,105.17280067875981,region_repartition_3_0,538539,65.02513054944575,local_reschedule,11670,39,0.8443016281062553,0.03655699311794307,0.7789853815706814,0.6550927571992028,10.110372417301623,9,491606,0,170.19793122820556,0,current,491606,105.17280067875981
case_053,5,1472686,474708,101.16860939189792,directed_split,474708,74.18439332582057,directed_split,11670,39,0.8443016281062553,0.03655699311794307,0.7789853815706814,0.6550927571992028,10.110372417301623,9,474708,0,175.35300271771848,0,current,474708,101.16860939189792
case_054,2,815051,510200,128.226392025128,directed_split,510200,92.24879780970514,directed_split,15751,24,0.97708082026538,0.019993339166489307,0.5657924815349082,0.18141916332443872,12.5271695004769,9,510200,0,220.47518983483315,0,current,510200,128.226392025128
case_054,3,815051,402111,116.01877906359732,directed_split,402111,94.66986870579422,directed_split,15751,24,0.97708082026538,0.019993339166489307,0.5657924815349082,0.18141916332443872,12.5271695004769,9,402111,0,210.68864776939154,0,current,402111,116.01877906359732
case_054,4,815051,362394,132.79138424433768,region_boundary_15600_0,362394,102.10813435167074,region_boundary_15600_0,15751,24,0.97708082026538,0.019993339166489307,0.5657924815349082,0.18141916332443872,12.5271695004769,9,362394,0,234.89951859600842,0,current,362394,132.79138424433768
case_054,5,815051,333071,133.6195802204311,directed_split,333071,100.79290069267154,directed_split,15751,24,0.97708082026538,0.019993339166489307,0.5657924815349082,0.18141916332443872,12.5271695004769,9,333071,0,234.41248091310263,0,current,333071,133.6195802204311
case_055,2,118835,56902,2.1885441999183968,directed_split,56902,6.759991820901632,directed_split,1236,24,0.14805825242718446,0.05320799419160075,0.5277159998471473,0.6882076165269814,22.004723145706752,8,56902,0,8.948536020820029,2,current,56902,2.1885441999183968
case_055,3,118835,38966,2.140688000014052,directed_split,38966,7.006923817098141,directed_split,1236,24,0.14805825242718446,0.05320799419160075,0.5277159998471473,0.6882076165269814,22.004723145706752,8,38966,0,9.147611817112193,2,current,38966,2.140688000014052
case_055,4,118835,32118,2.2271205000579357,structural_component_lpt,32118,6.13454264588654,structural_component_lpt,1236,24,0.14805825242718446,0.05320799419160075,0.5277159998471473,0.6882076165269814,22.004723145706752,8,32118,0,8.361663145944476,2,current,32118,2.2271205000579357
case_055,5,118835,24831,2.2329689000034705,directed_split,24831,6.757200689986348,directed_split,1236,24,0.14805825242718446,0.05320799419160075,0.5277159998471473,0.6882076165269814,22.004723145706752,8,24831,0,8.990169589989819,2,current,24831,2.2329689000034705
case_056,2,277285,231882,57.98519470356405,directed_split,231882,39.824871646240354,directed_split,7678,19,0.9721281583745767,0.0364406622295202,0.6524488751064411,0.5525762213013371,14.427541787255716,9,231882,0,97.8100663498044,4,current,231882,57.98519470356405
case_056,3,277285,199699,55.468595165759325,grain_0.25,199699,40.10290518030524,grain_0.25,7678,19,0.9721281583745767,0.0364406622295202,0.6524488751064411,0.5525762213013371,14.427541787255716,9,199699,0,95.57150034606457,4,current,199699,55.468595165759325
case_056,4,277285,189615,56.15678692422807,grain_0.25,189615,46.78255217894912,grain_0.25,7678,19,0.9721281583745767,0.0364406622295202,0.6524488751064411,0.5525762213013371,14.427541787255716,9,189615,0,102.93933910317719,4,current,189615,56.15678692422807
